year,SCAM
-2074,0
-2073,0.06019306188035377
-2053,0.06019306188035377
-2033,0.06019306188035377
-2013,0.06019306188035377
-1993,0.06019306188035377
-1973,0.06019306188035377
-1953,0.06019306188035377
-1933,0.06019306188035377
-1913,0.06019306188035377
-1893,0.06019306188035377
-1873,0.06019306188035377
-1853,0.06019306188035377
-1833,0.06019306188035377
-1813,0.06019306188035377
-1793,0.06019306188035377
-1773,0.06019306188035377
-1753,0.06019306188035377
-1733,0.06019306188035377
-1713,0.06019306188035377
-1693,0.06019306188035377
-1673,0.06019306188035377
-1653,0.06019306188035377
-1633,0.06019306188035377
-1613,0.06019306188035377
-1593,0.06019306188035377
-1573,0.06019306188035377
-1553,0.06019306188035377
-1533,0.06019306188035377
-1513,0.06019306188035377
-1493,0.06019306188035377
-1473,0.06019306188035377
-1453,0.06019306188035377
-1433,0.06019306188035377
-1413,0.06019306188035377
-1393,0.06019306188035377
-1373,0.06019306188035377
-1353,0.06019306188035377
-1333,0.06019306188035377
-1313,0.06019306188035377
-1293,0.06019306188035377
-1273,0.06019306188035377
-1253,0.06019306188035377
-1233,0.06019306188035377
-1213,0.06019306188035377
-1193,0.06019306188035377
-1173,0.06019306188035377
-1153,0.06019306188035377
-1133,0.06019306188035377
-1113,0.06019306188035377
-1093,0.06019306188035377
-1073,0.06019306188035377
-1053,0.06019306188035377
-1033,0.06019306188035377
-1013,0.06019306188035377
-993,0.06019306188035377
-973,0.06019306188035377
-953,0.06019306188035377
-933,0.06019306188035377
-913,0.06019306188035377
-893,0.06019306188035377
-873,0.06019306188035377
-853,0.06019306188035377
-833,0.06019306188035377
-813,0.06019306188035377
-793,0.06019306188035377
-773,0.06019306188035377
-753,0.06019306188035377
-733,0.06019306188035377
-713,0.06019306188035377
-693,0.06019306188035377
-673,0.06019306188035377
-653,0.06019306188035377
-633,0.06019306188035377
-613,0.06019306188035377
-593,0.06019306188035377
-573,0.06019306188035377
-553,0.06019306188035377
-533,0.06019306188035377
-513,0.06019306188035377
-493,0.06019306188035377
-473,0.06019306188035377
-453,0.06019306188035377
-433,0.06019306188035377
-413,0.06019306188035377
-393,0.06019306188035377
-373,0.06019306188035377
-353,0.06019306188035377
-333,0.06019306188035377
-313,0.06019306188035377
-293,0.06019306188035377
-273,0.06019306188035377
-253,0.06019306188035377
-233,0.06019306188035377
-213,0.06019306188035377
-193,0.06019306188035377
-173,0.06019306188035377
-153,0.06019306188035377
-133,0.06019306188035377
-113,0.06019306188035377
-93,0.06019306188035377
-73,0.06019306188035377
-53,0.06019306188035377
-33,0.06019306188035377
-13,0.06019306188035377
7,0.06019306188035377
27,0.06019306188035377
47,0.06019306188035377
67,0.06019306188035377
87,0.06019306188035377
107,0.06019306188035377
127,0.06019306188035377
147,0.06019306188035377
167,0.06019306188035377
187,0.06019306188035377
207,0.06019306188035377
227,0.06019306188035377
247,0.06019306188035377
267,0.06019306188035377
287,0.06019306188035377
307,0.06019306188035377
327,0.06019306188035377
347,0.06019306188035377
367,0.06019306188035377
387,0.06019306188035377
407,0.06019306188035377
427,0.06019306188035377
447,0.06019306188035377
467,0.06019306188035377
487,0.06019306188035377
507,0.06019306188035377
527,0.06019306188035377
547,0.06019306188035377
567,0.06019306188035377
587,0.06019306188035377
607,0.06019306188035377
627,0.06019306188035377
647,0.06019306188035377
667,0.06019306188035377
687,0.06019306188035377
707,0.06019306188035377
727,0.06019306188035377
747,0.06019306188035377
767,0.06019306188035377
787,0.06019306188035377
807,0.06019306188035377
827,0.06019306188035377
847,0.06019306188035377
867,0.06019306188035377
887,0.06019306188035377
907,0.06019306188035377
927,0.06019306188035377
947,0.06019306188035377
967,0.06019306188035377
987,0.06019306188035377
1007,0.06019306188035377
1027,0.06019306188035377
1047,0.06019306188035377
1067,0.06019306188035377
1087,0.06019306188035377
1107,0.06019306188035377
1127,0.06019306188035377
1147,0.06019306188035377
1167,0.06019306188035377
1187,0.06019306188035377
1207,0.06019306188035377
1227,0.06019306188035377
1247,0.06019306188035377
1267,0.06019306188035377
1287,0.06019306188035377
1307,0.06019306188035377
1327,0.06019306188035377
1347,0.06019306188035377
1367,0.06019306188035377
1387,0.06019306188035377
1407,0.06019306188035377
1427,0.06019306188035377
1447,0.06019306188035377
1467,0.06019306188035377
1487,0.06019306188035377
1507,0.06019306188035377
1527,0.06019306188035377
1547,0.06019306188035377
